,symbol,name,sector,market_cap
1931,EPAM,EPAM Systems,IT Services,18.57B
1932,EPC,Edgewell Personal Care Company,Personal Products,1.84B
1933,EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",58.57B
1934,EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,500.90M
1935,EPIX,ESSA Pharma,Biotechnology,244.09M
1936,EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",221.69M
1937,EPR,EPR Properties,Equity Real Estate Investment Trusts ...,3.78B
1938,EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,2.89B
1939,EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",169.15M
1940,EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,338.10M
1941,EPZM,Epizyme,Biotechnology,79.87M
1942,EQ,Equillium,Biotechnology,97.00M
1943,EQBK,Equity Bancshares,Banks,513.52M
1944,EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,2.95B
1945,EQD,Equity Distribution Acquisition,Blank Check / SPAC,512.32M
1946,EQH,Equitable Holdings,Diversified Financial Services,10.92B
1947,EQHA,EQ Health Acquisition,Blank Check / SPAC,269.22M
1948,EQIX,Equinix,Equity Real Estate Investment Trusts ...,59.63B
1949,EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",115.62B
1950,EQOS,EQONEX,Capital Markets,51.09M
1951,EQR,Equity Residential,Equity Real Estate Investment Trusts ...,29.35B
1952,EQRX,"EQRx, Inc.",Biotechnology,2.13B
1953,EQS,Equus Total Return,Capital Markets,34.47M
1954,EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",15.99B
1955,EQX,Equinox Gold,Metals & Mining,1.70B
1956,ERAS,Erasca,Biotechnology,670.22M
1957,ERES,East Resources Acquisition Co.,Blank Check / SPAC,428.66M
1958,ERF,Enerplus,"Oil, Gas & Consumable Fuels",3.12B
1959,ERIC,Ericsson,Communications Equipment,27.45B
1960,ERIE,Erie Indemnity Company,Insurance,8.56B
1961,ERII,Energy Recovery,Machinery,1.05B
1962,ERJ,Embraer,Aerospace & Defense,1.96B
1963,ERO,Ero Copper,Metals & Mining,1.08B
1964,ERYP,Erytech Pharma,Biotechnology,33.50M
1965,ES,Eversource Energy,Electric Utilities,31.38B
1966,ESAB,ESAB Corporation,Metal Fabrication,3.00B
1967,ESAC,ESGEN Acquisition,Blank Check / SPAC,345.00M
1968,ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2.09B
1969,ESCA,Escalade,Leisure Products,178.81M
1970,ESE,ESCO Technologies,Machinery,1.66B
1971,ESEA,Euroseas,Marine,202.72M
1972,ESGC,Eros STX Global,Entertainment,28.07M
1973,ESGR,Enstar Group,Insurance,4.05B
1974,ESI,Element Solutions,Chemicals,5.09B
1975,ESLT,Elbit Systems,Aerospace & Defense,9.71B
1976,ESM,ESM Acquisition,Blank Check / SPAC,375.62M
1977,ESMT,EngageSmart,Software-Infrastructure,3.39B
1978,ESNT,Essent Group,Thrifts & Mortgage Finance,4.46B
1979,ESP,Espey Manufacturing & Electronics,Electrical Equipment,34.39M
1980,ESPR,Esperion Therapeutics,Biotechnology,395.05M
1981,ESQ,Esquire Financial Holdings,Banks,295.35M
1982,ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2.18B
1983,ESS,Essex Property Trust,Equity Real Estate Investment Trusts ...,19.23B
1984,ESSA,ESSA Bancorp,Thrifts & Mortgage Finance,168.88M
1985,ESSC,East Stone Acquisition,Blank Check / SPAC,73.99M
1986,ESTA,Establishment Labs Holdings,Health Care Equipment & Supplies,1.44B
1987,ESTC,Elastic,Software,5.63B
1988,ESTE,Earthstone Energy,"Oil, Gas & Consumable Fuels",1.25B
1989,ET,Energy Transfer LP,"Oil, Gas & Consumable Fuels",34.36B
1990,ETAC,E.merge Technology Acquisition,Blank Check / SPAC,757.43M
1991,ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",551.51M
1992,ETN,Eaton,Electrical Equipment,54.32B
1993,ETNB,89bio,Biotechnology,60.65M
1994,ETON,Eton Pharmaceuticals,Pharmaceuticals,84.50M
1995,ETR,Entergy,Electric Utilities,23.82B
1996,ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",3.28B
1997,ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,9.74B
1998,ETTX,Entasis Therapeutics Holdings,Biotechnology,103.84M
1999,ETWO,E2open Parent Holdings,Software-Infrastructure,2.40B
2000,EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,132.98M
2001,EURN,Euronav NV,"Oil, Gas & Consumable Fuels",2.38B
2002,EVA,Enviva,"Oil, Gas & Consumable Fuels",4.92B
2003,EVAX,Evaxion Biotech,Biotechnology,43.96M
2004,EVBG,Everbridge,Software,1.61B
2005,EVBN,Evans Bancorp,Banks,200.39M
2006,EVC,Entravision Communications,Media,422.52M
2007,EVCM,EverCommerce,Software-Infrastructure,1.87B
2008,EVE,EVe Mobility Acquisition,Blank Check / SPAC,343.01M
2009,EVER,EverQuote,Interactive Media & Services,293.04M
2011,EVFM,Evofem Biosciences,Pharmaceuticals,5.18M
2012,EVGN,Evogene,Biotechnology,38.20M
2013,EVGO,"EVgo, Inc.",Specialty Retail,2.39B
2014,EVGR,Evergreen,Blank Check / SPAC,105.32M
2015,EVH,Evolent Health,Health Care Technology,2.68B
2016,EVI,EVI Industries,Trading Companies & Distributors,128.41M
2017,EVK,Ever-Glory International Group,"Textiles, Apparel & Luxury Goods",17.93M
2018,EVLO,Evelo Biosciences,Biotechnology,99.27M
2019,EVLV,Evolv Technologies Holdings,Security & Protection Services,341.24M
2020,EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,4.70B
2021,EVOJ,Evo Acquisition,Blank Check / SPAC,152.82M
2022,EVOK,Evoke Pharma,Pharmaceuticals,8.12M
2023,EVOL,Symbolic Logic,Software,17.64M
2024,EVOP,EVO Payments,IT Services,2.13B
2025,EVR,Evercore,Capital Markets,4.48B
2026,EVRG,Evergy,Electric Utilities,15.58B
2027,EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",1.54B
2028,EVTC,Evertec,IT Services,2.71B
2029,EVTL,Vertical Aerospace,Aerospace & Defense,1.16B
2030,EW,Edwards Lifesciences,Health Care Equipment & Supplies,59.58B
2031,EWBC,East West Bancorp,Banks,10.14B
2032,EWCZ,European Wax Center,Household & Personal Products,1.51B
2033,EWTX,Edgewise Therapeutics,Biotechnology,369.09M
2034,EXAI,Exscientia,Biotechnology,1.18B
2035,EXAS,Exact Sciences,Biotechnology,9.10B
2036,EXC,Exelon,Electric Utilities,46.98B
2037,EXEL,Exelixis,Biotechnology,5.74B
2038,EXFY,Expensify,Software-Application,1.62B
2039,EXK,Endeavour Silver,Metals & Mining,649.96M
2040,EXLS,ExlService Holdings,IT Services,4.38B
2041,EXN,Excellon Resources,Other Industrial Metals & Mining,19.09M
2042,EXP,Eagle Materials,Construction Materials,4.94B
2043,EXPD,Expeditors International of Washington,Air Freight & Logistics,17.68B
2044,EXPE,Expedia Group,Internet & Direct Marketing Retail,19.16B
2045,EXPI,eXp World Holdings,Real Estate Management & Development,2.08B
2046,EXPO,Exponent,Professional Services,4.52B
2047,EXPR,Express,Specialty Retail,213.59M
2048,EXR,Extra Space Storage,Equity Real Estate Investment Trusts ...,24.37B
2049,EXTN,Exterran,Energy Equipment & Services,190.23M
2050,EXTR,Extreme Networks,Communications Equipment,1.24B
2051,EYE,National Vision Holdings,Specialty Retail,2.22B
2052,EYEN,Eyenovia,Pharmaceuticals,70.83M
2053,EYES,Second Sight Medical Products,Health Care Equipment & Supplies,78.03M
2054,EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,327.53M
2055,EZFL,EzFill Holdings,Software-Application,11.08M
2056,EZGO,EZGO Technologies,Recreational Vehicles,10.70M
2057,EZPW,EZCORP,Consumer Finance,411.04M
2058,F,Ford Motor Company,Automobiles,51.92B
2059,FA,First Advantage,Specialty Business Services,2.23B
2060,FACA,Figure Acquisition I,Blank Check / SPAC,401.68M
2061,FACT,Freedom Acquisition I,Blank Check / SPAC,422.63M
2062,FAF,First American Financial,Insurance,6.40B
2063,FAMI,Farmmi,Food Products,45.01M
2064,FANG,Diamondback Energy,"Oil, Gas & Consumable Fuels",23.59B
2065,FANH,Fanhua,Insurance,326.05M
2066,FARM,Farmer Brothers Company,Food Products,93.35M
2067,FARO,FARO Technologies,"Electronic Equipment, Instruments & C...",596.97M
2068,FAST,Fastenal Company,Trading Companies & Distributors,29.98B
2069,FAT,FAT Brands,"Hotels, Restaurants & Leisure",95.35M
2070,FATBB,FAT Brands,"Hotels, Restaurants & Leisure",96.17M
2071,FATE,Fate Therapeutics,Biotechnology,2.18B
2072,FATH,Fathom Digital Manufacturing,Shell Companies,275.26M
2073,FATP,Fat Projects Acquisition,Blank Check / SPAC,143.16M
2074,FB,Meta Platforms,Interactive Media & Services,531.90B
2075,FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,1.93B
2076,FBHS,Fortune Brands Home & Security,Building Products,8.84B
2077,FBIO,Fortress Biotech,Biotechnology,94.36M
2078,FBIZ,First Business Financial Services,Banks,280.20M
2079,FBK,FB Financial,Banks,1.91B
2080,FBMS,The First Bancshares,Banks,621.98M
2081,FBNC,First Bancorp,Banks,1.32B
2082,FBP,First BanCorp - Puerto Rico,Banks,2.79B
2083,FBRT,Franklin BSP Realty Trust,REIT-Mortgage,1.28B
2084,FBRX,Forte Biosciences,Biotechnology,16.61M
2085,FC,Franklin Covey Company,Professional Services,531.69M
2086,FCAP,First Capital,Banks,112.83M
2087,FCAX,Fortress Capital Acquisition,Blank Check / SPAC,490.00M
2088,FCBC,First Community Bancshares,Banks,471.44M
2089,FCCO,First Community,Banks,142.96M
2090,FCEL,FuelCell Energy,Electrical Equipment,1.36B
2091,FCF,First Commonwealth Financial,Banks,1.28B
2092,FCFS,FirstCash Holdings,Consumer Finance,3.42B
2093,FCN,FTI Consulting,Professional Services,5.63B
2094,FCNCA,First Citizens BancShares,Banks,10.53B
2095,FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2.12B
2096,FCRD,First Eagle Alternative Capital BDC,Asset Management,113.40M
2097,FCUV,Focus Universal,"Electronic Equipment, Instruments & C...",572.73M
2098,FCX,Freeport-McMoRan,Metals & Mining,54.97B
2099,FDBC,Fidelity D&D Bancorp,Banks,207.97M
2100,FDMT,4D Molecular Therapeutics,Biotechnology,254.85M
2101,FDP,Fresh Del Monte Produce,Food Products,1.15B
2102,FDS,FactSet Research Systems,Capital Markets,14.05B
2103,FDUS,Fidus Investment,Capital Markets,471.64M
2104,FDX,FedEx,Air Freight & Logistics,53.24B
2105,FE,FirstEnergy,Electric Utilities,24.39B
2106,FEAM,5E Advanced Materials,Specialty Chemicals,10.37B
2107,FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,19.89M
2108,FEIM,Frequency Electronics,"Electronic Equipment, Instruments & C...",71.48M
2109,FELE,Franklin Electric Co.,Machinery,3.26B
2110,FEMY,Femasys,Medical Instruments & Supplies,20.73M
2111,FENC,Fennec Pharmaceuticals,Biotechnology,148.95M
2112,FENG,Phoenix New Media,Interactive Media & Services,184.16M
2113,FERG,Ferguson,Industrial Distribution,25.53B
2114,FET,Forum Energy Technologies,Energy Equipment & Services,129.29M
2115,FEXD,Fintech Ecosystem Development,Blank Check / SPAC,144.32M
2116,FF,FutureFuel,Chemicals,308.53M
2117,FFBC,First Financial Bancorp,Banks,1.98B
2118,FFBW,"FFBW, Inc.",Thrifts & Mortgage Finance,69.33M
2119,FFHL,Fuwei Films (Holdings) Co.,Chemicals,15.35M
2120,FFIC,Flushing Financial,Banks,683.11M
2121,FFIE,Faraday Future Intelligent Electric,Automobiles,801.03M
2122,FFIN,First Financial Bankshares,Banks,5.85B
2123,FFIV,F5 Networks,Communications Equipment,9.58B
2124,FFNW,First Financial Northwest,Banks,152.94M
2125,FFWM,First Foundation,Banks,1.24B
2126,FGBI,First Guaranty Bancshares,Banks,298.68M
2127,FGEN,FibroGen,Biotechnology,816.35M
2128,FGF,FG Financial Group,Insurance,16.71M
2129,FGI,FGI Industries,"Furnishings, Fixtures & Appliances",25.79M
2130,FGMC,FG Merger,Blank Check / SPAC,87.78M
2131,FHB,First Hawaiian,Banks,3.21B
2132,FHI,Federated Hermes,Asset Management,3.01B
2133,FHLT,Future Health ESG,Blank Check / SPAC,247.25M
2134,FHN,First Horizon,Banks,12.08B
2135,FHS,First High-School Education Group Co.,Education & Training Services,27.64M
2136,FHTX,Foghorn Therapeutics,Biotechnology,482.69M
2137,FIAC,Focus Impact Acquisition,Blank Check / SPAC,284.62M
2138,FIBK,First Interstate BancSystem,Banks,3.82B
2139,FICO,Fair Isaac,Software,10.39B
2140,FICV,Frontier Investment,Blank Check / SPAC,242.00M
2141,FIGS,"FIGS, Inc.",Apparel Manufacturing,1.45B
2142,FINM,Marlin Technology,Blank Check / SPAC,507.15M
2143,FINV,FinVolution Group,Consumer Finance,1.13B
2144,FINW,FinWise Bancorp,Banks-Regional,171.37M
2145,FIS,Fidelity National Information Services,IT Services,62.14B
2146,FISI,Financial Institutions,Banks,417.44M
2147,FISV,Fiserv,IT Services,63.77B
2148,FITB,Fifth Third Bancorp,Banks,25.45B
2149,FIVE,Five Below,Specialty Retail,6.49B
2150,FIVN,Five9,Software,6.65B
2151,FIX,Comfort Systems USA,Construction & Engineering,3.03B
2152,FIXX,Homology Medicines,Biotechnology,88.37M
2153,FIZZ,National Beverage,Beverages,4.30B
2154,FKWL,Franklin Wireless,Communications Equipment,40.70M
2155,FL,Foot Locker,Specialty Retail,3.00B
2156,FLAC,Frazier Lifesciences Acquisition,Blank Check / SPAC,174.49M
2157,FLAG,First Light Acquisition Group,Blank Check / SPAC,285.49M
2158,FLEX,Flex Ltd.,"Electronic Equipment, Instruments & C...",7.51B
2159,FLGC,Flora Growth,Drug Manufacturers-Specialty & Generic,83.98M
2160,FLGT,Fulgent Genetics,Health Care Providers & Services,1.72B
2161,FLIC,The First of Long Island Corporation,Banks,424.12M
2162,FLL,Full House Resorts,"Hotels, Restaurants & Leisure",217.92M
2163,FLME,Flame Acquisition,Blank Check / SPAC,350.75M
2164,FLMN,Falcon Minerals,"Oil, Gas & Consumable Fuels",323.23M
2165,FLNC,Fluence Energy,Utilities-Renewable,492.12M
2166,FLNG,Flex LNG,Marine,1.51B
2167,FLNT,Fluent,Media,102.94M
2168,FLO,Flowers Foods,Food Products,5.57B
2169,FLR,Fluor,Construction & Engineering,3.79B
2170,FLS,Flowserve,Machinery,3.99B
2171,FLT,FleetCor Technologies,IT Services,18.28B
2172,FLUX,Flux Power Holdings,Electrical Equipment,35.19M
2173,FLWS,1-800-Flowers.com,Internet & Direct Marketing Retail,613.93M
2174,FLXS,Flexsteel Industries,Household Durables,104.97M
2175,FLYA,Soar Technology Acquisition,Blank Check / SPAC,310.65M
2176,FLYW,Flywire,Information Technology Services,2.04B
2177,FMAO,Farmers & Merchants Bancorp,Banks,506.83M
2178,FMBH,First Mid Bancshares,Banks,752.92M
2179,FMC,FMC Corporation,Chemicals,15.55B
2180,FMIV,Forum Merger IV,Blank Check / SPAC,419.72M
2181,FMNB,Farmers National Banc,Banks,508.08M
2182,FMS,Fresenius Medical Care AG & Co.,Health Care Providers & Services,17.55B
2183,FMTX,Forma Therapeutics Holdings,Biotechnology,299.85M
2184,FMX,Fomento Economico Mexicano,Beverages,133.34B
2185,FN,Fabrinet,"Electronic Equipment, Instruments & C...",3.11B
2186,FNA,Paragon 28,Medical Devices,1.28B
2187,FNB,F.N.B.,Banks,4.15B
2188,FNCB,FNCB Bancorp,Banks,153.77M
2189,FNCH,Finch Therapeutics Group,Biotechnology,107.96M
2190,FND,Floor & Decor Holdings,Specialty Retail,7.26B
2191,FNF,Fidelity National Financial,Insurance,11.44B
2192,FNGR,FingerMotion,Telecom Services,79.64M
2193,FNHC,FedNat Holding Company,Insurance,6.45M
2194,FNKO,Funko,Distributors,764.86M
2195,FNLC,"First Bancorp, Inc. - Maine",Banks,315.82M
2196,FNV,Franco-Nevada,Metals & Mining,26.77B
2197,FNVT,Finnovate Acquisition,Blank Check / SPAC,215.61M
2198,FNWB,First Northwest Bancorp,Banks,174.86M
2199,FNWD,Finward Bancorp,Banks-Regional,162.55M
2200,FOA,Finance of America Companies,Credit Services,154.25M
2201,FOCS,Focus Financial Partners,Capital Markets,2.42B
2202,FOLD,Amicus Therapeutics,Biotechnology,2.22B
2203,FONR,Fonar,Health Care Equipment & Supplies,108.45M
2204,FOR,Forestar Group,Real Estate Management & Development,802.78M
2205,FORA,Forian,Health Information Services,92.01M
2206,FORD,Forward Industries,"Textiles, Apparel & Luxury Goods",15.70M
2207,FORG,ForgeRock,Software-Infrastructure,1.47B
2208,FORM,FormFactor,Semiconductors & Semiconductor Equipment,3.10B
2209,FORR,Forrester Research,Professional Services,930.59M
2210,FORTY,Formula Systems (1985),IT Services,1.44B
2211,FOSL,Fossil Group,"Textiles, Apparel & Luxury Goods",353.05M
2212,FOUN,Founder SPAC,Blank Check / SPAC,396.50M
2213,FOUR,Shift4 Payments,IT Services,6.10B
2214,FOX,Fox Corporation,Media,18.31B
2215,FOXA,Fox Corporation,Media,18.31B
2216,FOXF,Fox Factory Holding,Auto Components,3.33B
2217,FOXW,FoxWayne Enterprises Acquisition,Blank Check / SPAC,72.52M
2218,FPAC,Far Peak Acquisition,Blank Check / SPAC,684.94M
2219,FPAY,FlexShopper,Diversified Financial Services,26.47M
2220,FPH,Five Point Holdings LLC,Real Estate Management & Development,722.35M
2221,FPI,Farmland Partners,Equity Real Estate Investment Trusts ...,747.30M
2222,FR,First Industrial Realty Trust,Equity Real Estate Investment Trusts ...,6.83B
2223,FRAF,Franklin Financial Services,Banks,132.27M
2224,FRBA,First Bank,Banks,274.97M
2225,FRBK,Republic First Bancorp,Banks,250.19M
2226,FRBN,Forbion European Acquisition,Blank Check / SPAC,157.33M
2227,FRC,First Republic Bank,Banks,26.94B
2228,FRD,Friedman Industries,Metals & Mining,65.04M
2229,FREE,Whole Earth Brands,Packaged Foods,282.07M
2230,FREQ,Frequency Therapeutics,Biotechnology,41.97M
2231,FREY,FREYR Battery,Electrical Equipment & Parts,952.36M
2232,FRG,Franchise Group,Diversified Consumer Services,1.49B
2233,FRGE,Forge Global Holdings,Software-Application,3.61B
2234,FRGI,Fiesta Restaurant Group,"Hotels, Restaurants & Leisure",181.95M
2235,FRHC,Freedom Holding,Capital Markets,2.43B
2236,FRLA,Fortune Rise Acquisition,Blank Check / SPAC,129.74M
2237,FRLN,Freeline Therapeutics Holdings,Biotechnology,49.19M
2238,FRME,First Merchants,Banks,2.37B
2239,FRO,Frontline,"Oil, Gas & Consumable Fuels",1.82B
2240,FROG,JFrog,Software,1.88B
2241,FRON,Frontier Acquisition,Blank Check / SPAC,287.63M
2242,FRPH,FRP Holdings,Real Estate Management & Development,539.70M
2243,FRPT,Freshpet,Food Products,2.97B
2244,FRSG,First Reserve Sustainable Growth,Shell Companies,271.13M
2245,FRSH,Freshworks,Software,4.48B
2246,FRST,Primis Financial,Banks,324.40M
2247,FRSX,Foresight Autonomous Holdings,Auto Components,58.75M
2248,FRT,Federal Realty Investment Trust,Equity Real Estate Investment Trusts ...,8.77B
2249,FRW,PWP Forward Acquisition I,Blank Check / SPAC,257.93M
2250,FRXB,Forest Road Acquisition II,Blank Check / SPAC,428.75M
2251,FSBC,Five Star Bancorp,Banks-Regional,457.35M
2252,FSBW,FS Bancorp,Thrifts & Mortgage Finance,229.61M
2253,FSEA,First Seacoast Bancorp,Thrifts & Mortgage Finance,64.24M
2254,FSFG,First Savings Financial Group,Banks,177.09M
2255,FSI,Flexible Solutions International,Chemicals,29.19M
2256,FSK,FS KKR Capital,Capital Markets,5.90B
2257,FSLR,First Solar,Semiconductors & Semiconductor Equipment,7.00B
2258,FSLY,Fastly,IT Services,1.43B
2259,FSM,Fortuna Silver Mines,Metals & Mining,990.03M
2260,FSNB,Fusion Acquisition II,Blank Check / SPAC,613.75M
2261,FSP,Franklin Street Properties,Equity Real Estate Investment Trusts ...,460.06M
2262,FSR,Fisker,Automobiles,3.27B
2263,FSRD,Fast Radius,Software-Infrastructure,37.20M
2264,FSRX,FinServ Acquisition II,Blank Check / SPAC,373.81M
2265,FSS,Federal Signal,Machinery,2.05B
2266,FSSI,Fortistar Sustainable Solutions,Shell Companies,316.97M
2267,FST,FAST Acquisition,Blank Check / SPAC,251.00M
2268,FSTR,L.B. Foster Company,Machinery,137.59M
2269,FSTX,F-star Therapeutics,Biotechnology,56.05M
2270,FSV,FirstService,Real Estate Management & Development,5.36B
2271,FTAA,FTAC Athena Acquisition,Blank Check / SPAC,334.61M
2272,FTAI,Fortress Transportation & Infrastructure Investors LLC,Trading Companies & Distributors,1.92B
2273,FTCH,Farfetch,Internet & Direct Marketing Retail,2.92B
2274,FTCI,FTC Solar,Solar,383.27M
2275,FTCV,FinTech Acquisition V,Blank Check / SPAC,336.12M
2276,FTDR,Frontdoor,Diversified Consumer Services,2.12B
2277,FTEK,Fuel Tech,Commercial Services & Supplies,35.75M
2278,FTEV,FinTech Evolution Acquisition Group,Blank Check / SPAC,335.09M
2279,FTFT,Future FinTech Group,Food Products,32.24M
2280,FTHM,Fathom Holdings,Real Estate Management & Development,147.24M
2281,FTI,TechnipFMC,Energy Equipment & Services,3.59B
2282,FTII,FutureTech II Acquisition,Blank Check / SPAC,149.65M
2283,FTK,Flotek Industries,Chemicals,90.02M
2284,FTNT,Fortinet,Software,46.20B
2285,FTPA,FTAC Parnassus Acquisition,Blank Check / SPAC,336.37M
2286,FTRP,Field Trip Health,Medical Care Facilities,52.72M
2287,FTS,Fortis,Electric Utilities,24.09B
2288,FTV,Fortive,Machinery,21.04B
2289,FTVI,FinTech Acquisition VI,Blank Check / SPAC,336.37M
2290,FUBO,FuboTV,Software,585.78M
2291,FUL,H.B. Fuller Company,Chemicals,3.64B
2292,FULC,Fulcrum Therapeutics,Pharmaceuticals,332.71M
2293,FULT,Fulton Financial,Banks,2.51B
2294,FUN,"Cedar Fair,","Hotels, Restaurants & Leisure",2.50B
2295,FUNC,First United,Banks,130.64M
2296,FURY,Fury Gold Mines,Other Industrial Metals & Mining,85.09M
2297,FUSB,First US Bancshares,Banks,67.44M
2298,FUSN,Fusion Pharmaceuticals,Biotechnology,167.69M
2299,FUTU,Futu Holdings,Capital Markets,5.08B
